age1,age3,age5,age7,age9,age11,age13,age15,FID_68,IID_68,EA_01,EA_03,EA_05,EA_07,EA_09,EA_11,EA_13,EA_15,EMPL_1,EMPL_3,EMPL_5,EMPL_7,EMPL_9,EMPL_11,EMPL_13,EMPL_15
84,85,87,90,92,94,96,98,6573,2,5,5,4,,,,,,6,4,,,,,,
41,43,45,47,49,51,53,55,6575,3,12,12,12,12,,,,,1,1,1,,,,,
17,19,20,22,25,27,29,31,6575,30,11,13,,,,16,,,7,7,,,,1,,
13,15,17,19,21,23,25,27,6575,31,,,11,13,,14,,,,,1,,,1,1,
13,15,17,19,21,23,25,28,6575,32,,,11,12,12,12,14,15,,,1,1,1,1,1,1
-5,-3,-1,1,2,4,5,8,6575,33,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,4,7,6575,34,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,4,6575,35,,,,,,,,,,,,,,,,
42,44,46,48,50,52,54,56,6575,171,16,16,16,16,,,,,1,1,1,,,,,
31,33,35,37,39,41,43,45,6575,174,,17,,,,,,,7,,,,,,,
33,35,37,39,41,43,45,47,6575,175,,,14,14,,,,,,,1,,,,,
11,13,15,18,19,21,23,25,6575,176,,,,12,,,,,,,,,,,,
5,7,9,11,13,15,17,19,6575,177,,,,,,,,,,,,,,,,
46,48,50,52,54,57,58,60,6575,178,,,,14,,,,,,,,,,,,
13,15,17,19,21,23,25,28,6575,179,,,,12,12,12,16,16,,,,1,7,7,7,1
11,13,15,17,19,21,23,25,6575,180,,,,,,12,12,12,,,,,,3,1,1
86,88,91,92,94,96,98,100,6576,2,5,5,5,,,,,,5,5,,,,,,
73,75,77,79,81,83,85,87,6577,1,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4
69,71,73,75,77,79,81,83,6577,2,10,10,10,10,10,10,10,10,6,4,6,6,6,6,6,6
51,52,55,57,58,60,63,64,6577,3,14,14,14,14,13,13,13,13,1,6,5,8,5,5,4,4
49,51,54,56,57,59,62,64,6577,4,14,14,14,14,13,13,13,13,1,1,1,1,1,1,1,1
45,47,49,52,53,55,58,59,6577,7,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
42,44,46,48,50,52,54,56,6577,8,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
34,36,38,40,42,44,46,48,6577,9,12,12,12,12,12,12,12,12,1,1,1,1,3,1,1,1
29,31,33,35,37,39,41,43,6577,30,,14,14,,,,,,,1,1,,,,,
25,27,29,31,33,35,37,40,6577,32,12,12,12,,12,14,14,14,1,6,3,0,1,1,1,3
25,27,30,31,33,35,37,39,6577,35,12,12,14,14,,,,,1,7,1,,,,,
23,24,26,29,30,32,34,36,6577,36,14,14,14,14,12,12,13,13,3,1,1,3,1,1,7,1
19,21,23,25,27,29,31,33,6577,37,13,14,15,13,16,16,16,16,1,1,7,1,1,1,1,1
15,17,20,21,23,25,27,29,6577,38,,11,12,12,14,14,14,14,,7,2,1,3,3,3,3
7,9,11,13,15,17,19,21,6577,39,,,,,,,,,,,,,,,7,
7,9,11,13,15,17,19,21,6577,40,,,,,,10,12,12,,,,,,7,1,1
7,9,11,13,15,17,19,21,6577,41,,,,,,11,12,14,,,,,,1,3,1
2,4,6,8,10,12,14,16,6577,42,,,,,,,,10,,,,,,,,3
1,2,4,6,8,10,13,15,6577,43,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,10,12,6577,44,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,6577,45,,,,,,,,,,,,,,,,
-5,-3,-1,1,1,3,6,8,6577,46,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6577,47,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6577,48,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6577,49,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6577,50,,,,,,,,,,,,,,,,
49,51,53,56,58,59,61,63,6577,170,12,15,14,,14,,14,,1,,1,0,4,,4,5
47,49,51,53,55,57,59,61,6577,174,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
40,42,44,46,48,50,52,54,6577,175,12,12,12,12,14,14,14,14,1,1,6,1,1,1,1,1
23,26,28,29,31,33,35,37,6577,176,12,12,12,,,,,,1,1,,,,,,
51,53,55,57,59,61,63,65,6577,183,14,14,14,14,15,15,15,15,6,3,1,1,6,6,6,4
35,37,39,41,42,44,47,49,6577,185,16,16,16,16,16,16,16,16,3,1,3,1,3,3,3,3
29,31,33,35,37,39,41,43,6577,191,13,13,,,,,,,1,1,,,,,,
48,50,52,54,56,58,60,62,6577,193,,10,6,,,,,,,2,1,,,,,
21,23,25,27,29,31,33,35,6577,194,,,,12,12,12,12,12,,,,1,1,1,1,1
87,89,91,93,95,97,99,,6579,2,,,,,,,,,5,,,,,,,
63,65,67,69,71,73,75,77,6582,2,8,8,8,,,,,,6,5,6,,,,,
36,38,40,42,44,46,48,50,6582,3,11,11,11,11,12,12,12,12,3,1,1,1,1,1,1,1
19,20,22,24,26,28,31,33,6582,30,12,12,12,12,12,12,12,12,7,1,1,1,1,1,1,1
19,21,22,24,26,29,30,32,6582,31,12,8,8,8,8,8,8,8,1,3,3,1,1,3,3,1
13,15,17,19,21,23,25,27,6582,32,,,,,9,,,,,,,8,3,,,
12,14,16,18,20,22,24,26,6582,33,,,,11,14,12,16,16,,,,1,1,3,1,6
-3,-1,1,3,5,7,9,11,6582,35,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,6582,36,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,6582,37,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,6582,38,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6582,39,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,6582,40,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,6582,41,,,,,,,,,,,,,,,,
58,60,62,64,66,68,70,72,6582,171,11,,,,,,,,,,,,,,,
35,37,39,41,43,45,47,49,6582,174,12,12,,,,,,,1,1,,,,,,
85,87,89,91,93,95,97,99,6582,176,8,8,8,,,,,,4,5,4,,,,,
37,39,41,43,45,47,48,50,6582,177,,,11,11,11,11,11,11,,,1,1,1,1,1,6
44,46,48,50,52,54,56,58,6582,181,12,12,,,,,,,1,1,,,,,,
2,4,6,8,10,12,14,16,6582,182,,,,,,,,,,,,,,,,
13,15,17,19,21,23,25,27,6582,183,,,,,,,,,,,,,,,,
18,20,22,24,26,28,30,32,6582,184,,12,12,12,12,12,12,12,,3,1,1,1,1,3,1
17,19,21,23,25,27,29,31,6582,185,,,,12,12,12,14,14,,,,1,7,6,1,1
14,16,18,20,22,24,26,28,6582,186,,,,,,,,,,,,,,6,3,3
-7,-5,-3,-1,1,3,5,7,6582,187,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,6582,188,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,10,12,6582,189,,,,,,,,,,,,,,,,
17,19,21,23,25,27,29,31,6582,190,,,,,,,,12,,,,,,,,
13,15,17,19,21,23,25,27,6582,191,,,,,,,,12,,,,,,,,1
54,56,58,60,62,64,66,68,6583,2,12,12,12,12,12,12,12,12,5,1,1,1,4,4,4,4
57,60,61,63,65,68,69,71,6583,3,10,10,10,10,9,9,,,1,1,1,1,1,4,,
48,50,52,54,56,58,60,62,6583,4,12,12,12,12,12,12,,,1,1,5,5,5,4,,
46,48,50,52,54,56,58,60,6583,5,11,11,11,11,10,10,,,1,1,1,1,1,1,,
43,45,47,49,52,53,55,57,6583,6,,,,,12,12,12,12,1,1,1,1,1,1,3,5
41,43,45,47,49,51,53,55,6583,7,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
39,41,43,45,47,49,52,53,6583,8,11,11,11,11,11,11,11,11,1,1,1,1,1,6,1,1
38,40,42,44,46,48,50,52,6583,9,11,11,11,12,12,12,12,12,1,1,1,1,1,3,3,1
27,29,31,33,35,37,39,41,6583,30,10,10,10,10,12,12,12,12,1,1,1,1,1,1,1,1
30,32,34,36,38,40,42,44,6583,31,,,,,,,,,1,1,1,,,,,
24,26,28,30,33,34,36,38,6583,33,12,13,13,13,13,13,,,1,1,1,1,1,1,,
24,26,29,30,32,34,36,39,6583,35,12,12,12,,12,12,12,12,1,1,1,0,1,1,1,1
23,25,27,29,31,33,35,37,6583,36,12,12,12,,12,12,,,1,1,2,0,1,1,,
22,24,26,28,30,32,34,36,6583,37,9,,9,,,,,,6,,1,,,,,
22,24,26,28,30,32,34,36,6583,38,10,11,11,11,11,11,11,11,3,6,3,6,6,3,3,1
21,23,25,27,29,31,33,35,6583,39,,,10,12,12,,12,12,,,1,2,3,,1,1
19,21,23,25,28,29,32,33,6583,41,10,10,10,,10,10,10,13,3,3,,0,1,3,1,3
19,21,23,26,27,29,31,33,6583,42,11,10,10,10,9,9,9,9,6,1,1,1,1,1,1,1
18,20,22,24,26,28,30,32,6583,43,10,9,9,9,9,9,9,9,7,3,3,1,3,6,3,1
16,18,20,22,24,26,28,30,6583,44,9,11,10,11,11,11,11,11,7,,3,3,3,3,3,1
16,18,20,22,24,26,28,30,6583,45,11,12,12,12,12,13,13,13,1,1,6,8,1,1,1,3
14,16,18,20,22,24,26,28,6583,46,,9,11,12,12,12,12,12,,7,7,1,2,1,3,1
7,9,12,13,16,18,19,22,6583,47,,,,,10,12,,14,,,,0,7,7,,1
7,9,11,13,15,17,19,21,6583,48,,,,,,11,13,13,,,,,,7,1,1
7,9,11,13,15,17,19,21,6583,49,,,,,,8,,9,,,,,,7,,3
6,8,10,12,14,16,18,20,6583,50,,,,,,,,,,,,,,,,
5,7,9,11,13,15,17,19,6583,51,,,,,,,,,,,,,,,,
4,6,8,10,12,14,16,18,6583,52,,,,,,,9,11,,,,,,,7,7
3,5,7,9,11,13,14,17,6583,53,,,,,,,,11,,,,,,,,3
3,5,7,9,11,13,15,17,6583,54,,,,,,,,10,,,,,,,,7
3,5,7,9,11,13,15,17,6583,55,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,6583,56,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,16,6583,57,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,6583,59,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,6583,60,,,,,,,,,,,,,,,,
-1,1,2,4,6,9,11,12,6583,61,,,,,,,,,,,,,,,,
-1,1,2,4,7,8,11,13,6583,62,,,,,,,,,,,,,,,,
2,4,6,8,9,11,13,15,6583,63,,,,,,,,,,,,,,,,
-3,-1,1,3,4,6,8,11,6583,64,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,8,11,6583,65,,,,,,,,,,,,,,,,
1,3,4,7,8,10,12,14,6583,66,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,6583,67,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,6583,68,,,,,,,,,,,,,,,,
-4,-2,-1,2,3,5,7,9,6583,69,,,,,,,,,,,,,,,,
-1,1,3,5,6,8,10,12,6583,70,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,9,6583,71,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,6583,72,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,3,6,6583,73,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,6583,74,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,3,6,6583,75,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,4,6,6583,76,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6583,77,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,6,6583,78,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,6583,79,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6583,80,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6583,81,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6583,82,,,,,,,,,,,,,,,,
47,49,51,53,55,57,59,61,6583,171,9,,,,,,,,5,,,,,,,
50,52,54,56,58,60,62,64,6583,172,5,9,9,9,9,9,9,9,5,1,3,1,1,1,4,
46,48,50,52,54,56,58,60,6583,177,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,5
19,21,23,25,27,29,31,34,6583,178,12,12,12,14,13,13,13,13,7,1,1,1,1,3,1,1
18,20,22,24,26,28,30,32,6583,179,10,12,12,12,12,12,12,12,1,7,1,1,1,1,1,1
42,44,46,48,50,52,54,56,6583,198,12,12,12,,,,,,1,3,1,,,,,
39,41,43,45,47,49,51,53,6583,199,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1
11,13,15,17,19,21,23,25,6583,200,,,,9,12,14,,14,,,,7,1,1,,1
40,42,44,46,48,50,52,54,6583,201,12,,,,,,,,1,,,,,,,
31,33,36,38,39,41,43,45,6583,202,,,,,,,,,1,1,1,,,,,
37,39,41,43,45,47,49,51,6583,203,,,,,11,11,11,11,1,1,1,1,1,1,1,1
28,30,32,34,36,38,40,42,6583,204,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
27,29,31,33,35,37,39,41,6583,205,16,16,16,,,,,,1,1,1,,,,,
23,25,27,29,31,33,35,37,6583,206,12,,10,,,,,,1,,,,,,,
26,28,30,32,34,36,38,40,6583,207,,12,,,,,,,,6,,,,,,
4,6,8,10,12,14,16,18,6583,208,,,,,,,,,,,,,,,,
3,5,7,9,13,13,15,17,6583,209,,,,,,,,,,,,,,,,
0,2,4,6,8,10,12,14,6583,210,,,,,,,,,,,,,,,,
24,26,28,30,32,34,36,38,6583,211,,11,11,11,11,11,,,,1,1,1,1,1,3,
34,36,38,40,42,44,46,48,6583,212,,12,12,12,12,12,12,12,,6,1,1,1,1,1,1
12,14,16,18,20,22,24,26,6583,213,,,10,12,12,,,,,,7,1,1,,,
4,6,8,10,12,14,17,18,6583,214,,,,,,,10,12,,,,,,,7,7
1,3,5,7,9,11,13,15,6583,215,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,6583,216,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,6583,217,,,,,,,,,,,,,,,,
16,18,20,22,24,26,27,29,6583,218,,,,,11,10,10,,,,,0,3,1,1,
16,18,20,22,24,26,28,30,6583,219,,,,,,12,12,12,,,,,,6,7,6
17,19,21,23,25,27,29,31,6583,220,,,,,14,12,12,12,,,,0,1,1,3,1
23,25,27,29,31,32,35,37,6583,221,,,,,12,12,,,,,,0,3,1,,
31,33,35,37,39,41,43,46,6583,222,,,,,14,14,14,,,,,0,1,6,1,
6,8,10,12,14,16,18,20,6583,223,,,,,17,9,11,11,,,,0,7,7,7,1
58,60,62,64,66,68,70,72,6583,224,,,,,10,,,,,,,0,1,,,
54,56,58,60,62,64,66,68,6583,225,,,,,9,,,,,,,0,6,,,
-1,1,2,4,6,8,10,12,6583,229,,,,,,,,,,,,,,,,
16,18,20,22,24,26,28,30,6583,230,,,,,12,,12,12,,,,0,1,,1,1
-6,-4,-2,0,2,4,6,8,6583,231,,,,,,,,,,,,,,,,
20,22,24,26,28,29,32,34,6583,232,,,,,12,12,,,,,,0,1,1,,
-3,-1,1,3,5,7,9,11,6583,233,,,,,,,,,,,,,,,,
11,13,15,17,19,21,23,25,6583,234,,,,,,,,16,,,,,,,,2
-12,-10,-8,-6,-4,-2,0,2,6583,235,,,,,,,,,,,,,,,,
15,17,19,21,23,25,27,29,6583,236,,,,,,,,12,,,,,,,,3
-4,-2,0,2,4,6,8,10,6583,237,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6583,238,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,6583,239,,,,,,,,,,,,,,,,
48,50,52,54,56,58,60,62,6588,3,,,,,12,12,12,12,1,1,1,1,1,1,1,1
26,28,30,32,34,36,38,40,6588,31,,,,,,,,,,,,,,,,
28,30,32,34,36,38,40,42,6588,35,14,14,,,,,,,1,1,,,,,,
23,25,27,28,31,33,35,37,6588,36,12,13,13,13,14,14,14,,1,1,1,1,1,1,1,
11,13,15,17,19,21,23,25,6588,40,,,,11,13,15,,,,,,7,1,7,,
7,9,11,13,15,17,19,21,6588,41,,,,,,11,12,,,,,,,3,1,
6,8,10,12,14,16,18,20,6588,42,,,,,,,,,,,,,,,,
5,7,9,11,13,15,17,19,6588,43,,,,,,,,,,,,,,,,
46,48,50,52,54,56,58,60,6588,171,11,11,,,,,11,,3,1,,,,,5,
30,32,34,36,38,40,42,44,6588,177,12,12,,,,,,,1,1,,,,,,
-2,0,2,4,6,8,10,12,6588,178,,,,,,,,,,,,,,,,
0,2,4,6,8,10,12,14,6588,179,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,6588,180,,,,,,,,,,,,,,,,
4,6,8,10,12,14,16,18,6588,181,,,,,,,9,,,,,,,,7,
39,41,43,45,47,49,51,53,6589,6,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,5
37,39,41,43,45,47,49,51,6589,7,,,,,12,12,12,12,1,1,1,1,1,1,1,1
21,23,25,27,29,31,33,35,6589,30,12,12,12,12,13,13,13,,,3,1,1,1,1,1,
20,22,24,26,28,30,32,34,6589,31,,,,,14,14,14,14,1,1,1,1,1,6,1,1
20,22,23,25,27,29,31,34,6589,32,12,15,14,14,14,14,14,14,1,1,3,6,1,6,3,3
19,21,23,25,27,29,31,33,6589,33,,,,,,,,16,,,,,,,,1
16,18,20,23,25,27,28,30,6589,34,11,13,12,13,12,12,,12,7,7,,1,1,3,,1
16,18,20,22,24,26,28,30,6589,35,10,12,13,13,14,15,15,16,7,7,3,1,1,1,1,3
-1,1,2,5,7,9,10,13,6589,36,,,,,,,,,,,,,,,,
-1,2,3,5,7,9,11,13,6589,37,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,6589,38,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,11,6589,39,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,6589,40,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,6589,41,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,6589,42,,,,,,,,,,,,,,,,
34,36,38,40,42,44,46,48,6589,180,12,12,,,14,,,,1,,,1,1,,,
22,24,26,28,30,32,34,36,6589,183,12,,,,,,,,1,,,,,,,
3,5,7,9,11,13,14,17,6589,184,,,,,,,,10,,,,,,,,7
23,25,27,29,31,33,35,37,6589,185,,,,,11,11,11,11,,,,0,1,1,3,3
18,20,22,24,26,28,30,32,6589,186,,,,13,14,,,,,,,1,1,,,
23,25,27,29,31,33,35,37,6589,187,,,,16,16,16,16,16,,,,1,1,1,1,1
16,18,20,22,24,26,29,30,6589,188,,,,,,12,12,,,,,,,1,1,
64,65,68,70,71,74,76,78,6590,1,9,9,9,9,8,,,,1,5,5,,,,,
63,65,67,69,71,73,75,77,6590,2,9,9,9,9,9,10,,,6,6,6,5,4,,,
46,48,50,52,54,56,58,60,6590,3,10,10,10,10,,,,,1,1,1,,,,,
44,46,48,50,52,54,56,58,6590,4,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,4
40,42,44,45,48,50,51,53,6590,7,12,12,,,12,12,12,12,1,5,,0,5,5,5,5
38,39,42,44,45,48,49,51,6590,8,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
35,37,39,41,43,45,47,49,6590,9,16,16,16,16,16,16,,16,1,3,1,1,1,1,,1
33,35,37,39,41,43,45,47,6590,10,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
26,27,29,31,33,36,37,39,6590,31,12,12,12,12,12,12,12,12,3,,6,1,1,1,1,1
24,26,28,29,32,34,35,37,6590,32,10,10,12,12,12,12,12,12,3,3,1,1,3,3,3,7
23,24,26,28,30,32,34,36,6590,34,9,9,9,9,9,9,9,9,3,3,1,1,1,3,3,3
20,22,24,25,28,30,31,33,6590,36,11,12,12,12,12,11,12,12,7,3,3,1,3,3,3,3
19,20,23,25,26,29,30,32,6590,37,12,13,12,13,14,14,14,14,7,1,1,3,3,1,1,1
19,20,23,24,26,28,30,32,6590,38,12,,14,14,15,15,15,15,7,,1,1,1,1,1,1
17,18,21,23,25,27,29,31,6590,39,10,11,11,11,,12,,,7,7,6,,,3,,
16,17,20,22,23,26,28,29,6590,40,9,10,12,11,,,12,12,7,7,1,,,,3,3
15,17,19,21,23,25,27,29,6590,41,,10,13,,15,16,16,16,,1,7,0,1,1,1,1
6,8,10,12,14,16,18,20,6590,45,,,,,,11,13,,,,,,,7,7,
6,8,10,12,14,16,18,20,6590,46,,,,,,10,9,12,,,,,,7,7,1
5,7,9,11,13,15,17,19,6590,47,,,,,,,10,13,,,,,,,1,7
2,4,6,8,10,12,14,16,6590,48,,,,,,,,8,,,,,,,,7
2,3,5,7,9,11,13,15,6590,49,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,6590,50,,,,,,,,,,,,,,,,
-3,-1,1,4,5,7,9,11,6590,51,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,6590,52,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,6590,53,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,6590,54,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6590,55,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6590,56,,,,,,,,,,,,,,,,
43,45,48,49,51,53,55,57,6590,170,,,,12,,,,,3,1,1,,,,,
36,37,39,42,43,46,47,49,6590,175,12,12,12,12,12,12,12,12,1,1,1,1,1,3,6,1
37,39,41,43,45,47,49,51,6590,176,16,17,,,,,,,1,1,,0,1,1,,
35,37,39,41,43,45,47,49,6590,179,,,,,,,,,1,3,1,,,,,
47,49,51,53,55,57,59,61,6590,180,,,,12,,,,,1,1,1,,,,,
16,18,20,22,24,26,28,30,6590,181,,,,,,12,,,,,,,,,,
82,84,86,88,90,92,94,96,6591,1,4,4,,,,,,,4,5,,,,,,
82,84,85,88,90,92,94,96,6591,2,8,8,9,9,8,8,,,4,6,4,4,6,6,,
52,54,56,58,60,62,64,66,6591,3,12,12,12,12,12,12,12,12,1,1,1,1,1,5,4,4
50,52,54,56,58,60,62,64,6591,4,10,10,10,10,10,10,10,10,1,1,1,1,1,3,4,4
49,50,52,55,57,59,61,62,6591,5,14,14,14,14,12,12,12,12,1,1,1,1,1,1,4,4
45,46,48,50,52,55,56,59,6591,6,14,14,14,14,12,12,12,12,1,6,1,1,3,1,1,5
43,45,47,50,51,53,55,58,6591,7,,,,,14,14,14,14,1,1,3,1,1,2,1,1
42,43,45,48,49,52,54,56,6591,8,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
29,30,33,35,37,39,41,43,6591,30,14,14,14,,16,16,16,17,1,7,7,0,1,1,6,6
24,26,28,30,32,34,36,38,6591,31,,17,17,17,17,17,17,17,,1,1,1,1,1,1,1
23,25,26,28,31,33,34,37,6591,32,14,14,14,14,13,13,13,13,3,3,1,7,1,1,3,1
20,23,24,26,28,31,32,35,6591,33,14,15,16,16,16,16,16,16,1,7,1,3,1,1,1,1
17,19,21,23,25,27,29,31,6591,34,10,13,12,12,12,12,12,12,7,3,1,1,1,1,1,1
16,17,19,21,23,26,27,29,6591,35,10,11,13,15,17,17,17,17,7,7,7,7,7,1,1,1
13,15,17,19,21,23,25,27,6591,36,,,11,13,,,,,,,7,,,,,
11,13,15,17,19,21,23,25,6591,37,,,,11,13,15,16,17,,,,1,7,7,7,1
11,13,15,17,19,21,23,25,6591,38,,,,11,12,,,,,,,,,,,
5,7,9,11,13,15,17,19,6591,39,,,,,,,10,12,,,,,,,7,3
1,4,5,7,9,11,13,16,6591,40,,,,,,,,9,,,,,,,,7
-1,1,3,5,7,9,11,14,6591,41,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,10,12,6591,42,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,6591,43,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,6591,44,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,6591,45,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6591,46,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6591,47,,,,,,,,,,,,,,,,
50,52,53,55,57,60,62,63,6591,170,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
27,29,31,33,35,37,39,41,6591,171,,12,12,12,12,12,12,,,1,1,1,1,1,3,
23,25,27,29,31,33,35,37,6591,172,,,,,,,,,,,,,,,,
43,45,47,49,51,53,55,57,6591,174,13,16,16,16,17,17,,,1,1,1,1,1,1,1,
41,43,45,47,49,51,53,55,6591,175,15,15,15,15,15,,,,1,1,1,1,1,,,
25,27,29,31,33,35,37,40,6591,176,,16,16,16,16,16,16,16,,1,1,1,1,1,1,1
35,37,39,41,43,45,47,49,6591,180,14,14,14,12,12,12,12,12,1,6,6,5,1,1,1,1
11,13,16,18,19,21,23,25,6591,181,,,10,10,,,,,,,7,,,,,
37,39,41,43,45,47,49,51,6591,182,12,12,12,,,,,,1,1,6,,,,,
15,16,18,21,23,25,27,29,6591,183,,8,11,,,,,,,7,7,,,,,
8,9,11,14,16,18,20,22,6591,184,,,,,,,,,,,,,,,,
1,2,5,6,8,11,12,15,6591,185,,,,,,,,,,,,,,,,
32,34,36,38,40,42,44,46,6591,186,,14,14,,15,15,15,15,,1,1,0,1,1,1,1
22,24,26,28,30,32,34,36,6591,187,,16,16,16,16,16,17,17,,1,1,1,1,1,1,1
42,44,46,48,50,52,54,56,6591,188,,,15,15,,,,,,,,,,,,
25,27,29,31,33,35,37,39,6591,189,,,,,,16,,,,,,,,1,1,
-1,1,3,5,7,10,11,14,6591,190,,,,,,,,,,,,,,,,
19,21,23,25,27,29,31,33,6591,191,,,,,,14,14,14,,,,,,1,1,1
37,39,41,43,45,47,49,52,6591,192,,,,,,12,12,12,,,,,,1,3,1
3,5,7,9,11,13,14,17,6591,193,,,,,,,,8,,,,,,,,7
23,25,27,29,31,33,35,38,6591,194,,,,,,,13,,,,,,,,1,
14,16,18,20,22,24,26,28,6591,195,,,,,,,,12,,,,,,,,1
-4,-2,0,2,4,6,8,10,6591,196,,,,,,,,,,,,,,,,
44,46,48,50,52,54,56,58,6598,4,,,,,,,,,1,1,1,,,,,
21,22,25,27,29,31,33,35,6598,31,12,,,,,,,,,,,,,,,
18,20,22,24,26,28,30,32,6598,32,12,14,14,14,,,,,,1,1,,,,,
16,18,20,22,24,26,28,30,6598,34,11,12,13,13,,,,,7,1,1,,,,,
9,11,13,15,17,19,21,23,6598,36,,,,,,,,,,,,,,,,
17,19,21,23,25,27,29,31,6598,176,,,12,,,,,,,,1,,,,,
42,44,46,48,50,52,54,56,6602,3,9,9,,,,,,,1,7,,,,,,
39,41,43,45,47,49,51,53,6602,5,,,12,12,12,12,12,12,,,1,1,1,3,5,5
34,36,38,40,42,44,46,48,6602,7,12,12,12,12,,12,,,1,1,1,,,,,
37,39,41,43,44,47,49,51,6602,8,,13,13,13,13,13,13,13,,1,1,3,5,5,5,5
36,38,40,42,44,46,48,50,6602,9,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
17,19,21,23,25,27,29,31,6602,31,11,10,10,10,12,12,12,12,7,1,1,1,3,1,1,1
16,18,20,22,24,26,28,30,6602,32,,10,10,10,12,12,12,12,,3,1,1,1,1,1,1
