age1,age3,age5,age7,age9,age11,age13,age15,FID_68,IID_68,EA_01,EA_03,EA_05,EA_07,EA_09,EA_11,EA_13,EA_15,EMPL_1,EMPL_3,EMPL_5,EMPL_7,EMPL_9,EMPL_11,EMPL_13,EMPL_15
-11,-9,-7,-5,-3,-1,1,3,18,212,,,,,,,,,,,,,,,,
38,40,42,44,46,48,50,52,18,213,,,,,,,12,,,,,,,,5,
-13,-11,-9,-7,-5,-3,-1,1,18,214,,,,,,,,,,,,,,,,
37,39,41,43,45,47,49,51,18,215,,,,,,,,12,,,,,,,,1
6,8,10,12,14,16,18,20,18,216,,,,,,,,14,,,,,,,,1
72,74,76,78,80,82,84,86,19,1,,,,,,,,,,,,,,,,
68,70,72,74,76,78,80,82,19,2,13,13,13,13,14,14,14,14,1,4,4,4,4,4,4,4
49,51,53,55,57,59,61,63,19,3,12,12,12,12,12,12,12,12,2,1,2,2,1,1,1,1
48,50,52,54,56,58,60,62,19,4,,,,12,12,12,12,12,,,,1,1,1,2,6
18,20,22,24,26,28,30,33,19,30,11,13,13,13,13,,12,12,3,7,1,1,1,,1,1
-12,-10,-8,-6,-4,-2,0,2,19,31,,,,,,,,,,,,,,,,
19,21,23,26,27,29,31,33,19,171,12,,,12,15,15,15,15,7,,,3,1,1,1,1
28,30,32,34,36,38,40,42,19,173,,,,,,,,,,,1,,,,,
17,19,21,23,25,27,28,31,19,174,,,,,12,,12,12,,,,0,1,,1,1
29,31,33,35,37,39,41,43,19,175,,,,,,,,12,,,,,,,,1
68,70,72,74,76,78,80,82,22,2,12,12,12,12,10,10,10,10,4,4,4,4,4,4,4,4
44,45,47,49,51,53,55,57,22,3,12,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
36,38,40,42,44,46,48,50,22,4,12,12,12,12,12,12,12,12,1,3,3,2,3,1,1,1
12,14,16,18,20,22,24,26,22,30,,,11,12,14,13,13,13,,,7,1,1,1,1,1
11,13,15,17,19,21,23,25,22,31,,,,10,13,,,16,,,,7,7,,,1
1,3,5,7,9,11,13,15,22,32,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,22,33,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,22,34,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,22,35,,,,,,,,,,,,,,,,
36,38,39,41,43,45,47,50,22,173,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
39,40,43,45,47,49,51,53,22,174,13,12,,,,,,,1,1,,,,,,
28,29,31,33,36,37,39,41,22,175,14,14,14,14,,15,,14,1,1,1,,,1,1,1
9,11,13,15,17,19,21,23,22,176,,,,,,13,14,14,,,,,,3,1,1
55,57,59,61,63,65,67,67,22,177,,,,,,16,,,,,,,,4,4,
34,36,38,40,42,44,45,48,22,178,,,,,,12,,13,,,,,,1,1,1
-3,-1,1,3,5,7,9,11,22,179,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,4,6,22,180,,,,,,,,,,,,,,,,
8,10,12,14,16,18,20,22,22,181,,,,,,,13,13,,,,,,,1,1
4,6,8,10,12,14,16,18,22,182,,,,,,,,10,,,,,,,,7
27,29,31,33,35,37,39,41,22,183,,,,,,,,,,,,,,,,
41,43,45,47,49,51,53,55,22,184,,,,,,,,,,,,,,,,
50,53,55,57,59,61,63,64,23,3,17,17,17,17,16,16,16,16,1,1,1,1,1,1,3,1
31,33,35,37,39,42,43,46,23,30,14,14,14,14,16,16,16,16,1,1,1,1,1,1,1,1
30,32,34,36,38,40,42,44,23,31,12,12,12,12,13,13,13,13,1,1,1,6,3,6,6,6
-1,1,2,4,6,8,11,12,23,32,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,23,33,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,23,34,,,,,,,,,,,,,,,,
21,23,25,26,28,31,33,34,23,178,,,,,15,15,15,15,,6,1,1,1,1,1,1
81,84,85,87,89,91,93,95,33,2,12,12,12,12,,,,,6,4,,,,,,
74,76,78,80,82,84,86,88,36,1,11,11,11,11,,,,,4,4,4,,,,,
54,56,58,60,62,64,66,68,37,1,16,16,16,16,16,16,16,16,4,5,4,4,4,4,4,4
54,56,58,60,62,64,66,68,37,2,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,4
23,25,27,29,31,33,35,37,37,31,,,,,,,,,,,,,,,,
55,57,59,61,63,65,67,69,38,1,16,16,16,16,16,16,16,16,1,1,1,1,1,4,1,1
54,56,58,60,62,64,66,68,38,2,16,16,16,16,14,14,14,14,1,1,1,1,1,1,4,1
56,58,60,62,64,66,68,69,39,1,17,17,17,17,16,16,16,16,1,1,1,1,1,1,1,1
53,55,57,59,61,63,65,67,39,2,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
34,36,37,39,42,44,46,47,39,3,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
30,32,34,36,38,40,42,45,39,30,15,15,15,15,15,15,15,15,1,1,1,1,1,1,1,1
6,7,9,11,14,15,18,20,39,31,,,,,,,11,,,,,,,,1,
1,2,4,6,8,10,13,15,39,32,,,,,,,,,,,,,,,,
1,2,4,6,8,10,12,14,39,33,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,39,34,,,,,,,,,,,,,,,,
29,31,33,35,37,39,41,43,39,171,15,15,15,15,16,16,16,16,1,1,1,1,1,1,1,1
31,33,35,37,39,41,43,46,39,172,15,15,16,16,16,16,,16,1,3,1,1,1,1,,1
29,30,32,34,37,38,41,43,39,174,15,15,15,15,16,16,16,16,1,1,1,1,1,1,1,1
35,37,39,41,43,45,47,49,39,175,16,16,14,,,,,,1,1,1,,,,,
33,35,37,39,41,43,45,47,39,176,,,,,,16,,17,,,,,,1,,1
68,70,72,74,76,78,80,82,40,1,,,,,12,12,,,4,4,1,4,4,,,
67,69,71,73,75,77,79,81,40,2,12,12,12,12,12,12,12,12,4,4,4,4,6,6,4,6
41,43,45,46,49,51,52,55,40,3,12,12,12,12,12,12,12,12,1,1,1,1,2,1,1,1
39,41,43,45,47,49,51,53,40,4,12,12,12,,12,12,12,12,1,3,6,3,1,1,5,5
39,40,42,44,46,48,50,52,40,5,12,12,12,12,17,17,17,17,1,1,1,1,7,1,1,1
29,31,34,36,37,39,41,43,40,30,14,14,14,14,12,12,,,1,1,1,1,1,6,,
21,22,25,27,28,31,33,35,40,31,15,15,15,15,17,17,17,17,1,1,1,1,1,1,1,1
20,21,23,25,27,29,31,33,40,32,14,16,16,16,16,16,16,16,1,1,1,1,1,1,3,1
20,22,24,25,28,29,31,33,40,33,8,,12,12,12,12,12,12,7,,1,1,1,3,3,3
18,20,22,24,26,28,30,32,40,34,12,12,13,13,15,15,16,17,1,1,1,3,1,1,1,7
15,17,19,21,23,25,27,29,40,35,,10,10,9,10,10,10,10,,,3,6,6,7,1,1
15,16,18,20,23,24,26,28,40,36,,11,13,,16,16,16,17,,3,1,9,1,1,1,1
10,12,14,16,18,20,22,24,40,37,,,,10,11,11,12,12,,,,7,7,6,1,1
9,11,13,15,17,19,21,23,40,38,,,,,11,12,,,,,,0,7,3,,
5,7,9,11,14,15,17,19,40,39,,,,,,,12,,,,,,,,1,
3,5,7,9,11,13,15,17,40,40,,,,,,,,,,,,,,,,
2,4,6,8,9,12,14,16,40,41,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,40,44,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,40,45,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,40,46,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,1,4,40,47,,,,,,,,,,,,,,,,
40,42,44,46,48,50,52,54,40,170,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
39,41,43,45,47,49,51,53,40,171,10,12,,,,,,,,1,,,,,,
31,33,35,37,39,41,43,45,40,172,,,12,12,12,12,12,12,,,1,1,1,1,1,1
31,32,35,36,39,40,42,45,40,173,13,13,13,13,13,13,13,,1,1,1,1,3,1,1,
28,31,33,35,36,38,40,42,40,174,12,12,12,12,,,,,1,1,1,,,,,
49,50,52,55,57,59,61,63,40,175,14,14,,,,,,,6,3,,,,,,
6,8,9,11,14,15,17,19,40,176,,,,,,,11,12,,,,,,,7,7
30,32,34,36,38,40,42,44,40,177,13,,,,,,,,1,,,,,,,
64,66,68,70,72,74,76,78,40,178,,17,,,,,,,4,4,,,,,,
33,35,37,39,41,43,45,47,40,179,12,12,12,12,12,,,,1,1,1,,,,,
12,13,16,17,20,22,24,26,40,180,,,10,11,12,,,,,,7,,,,,
24,25,27,29,31,33,35,37,40,181,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
34,36,38,39,41,43,45,47,40,182,,,17,17,17,17,17,17,,,1,1,1,1,1,1
5,7,9,10,12,14,16,19,40,183,,,,,,,10,12,,,,,,,7,1
20,22,24,26,28,30,32,34,40,184,,,,,14,14,14,14,,,,1,1,1,1,1
-4,-2,0,2,4,6,8,10,40,185,,,,,,,,,,,,,,,,
1,3,4,5,9,11,13,15,40,186,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,40,187,,,,,,,,,,,,,,,,
31,33,35,37,39,41,43,45,40,188,,,,,17,17,17,,,,,0,3,3,1,
2,4,6,8,10,12,14,16,40,189,,,,,,,,,,,,,,,,
16,18,20,22,24,25,28,30,40,190,,,,,15,15,,,,,,0,3,1,,
38,40,42,44,46,48,50,52,40,191,,,,,,16,13,13,,,,,,1,1,2
16,18,20,22,24,26,28,30,40,192,,,,,,16,,,,,,,,1,1,
19,21,23,25,27,29,31,33,40,193,,,,,,10,,,,,,,,1,,
30,32,34,36,38,40,42,44,40,194,,,,,,,12,12,,,,,,,5,5
23,25,27,29,31,33,35,37,40,195,,,,,,,13,12,,,,,,,1,1
63,65,67,69,71,73,75,77,41,2,8,8,8,8,,,,,5,4,4,,,,,
45,47,49,51,53,55,57,59,41,4,11,11,11,11,11,11,11,,1,1,1,1,1,1,1,
42,44,46,48,50,52,54,56,41,5,,,,,10,10,10,10,5,5,4,5,5,5,4,4
39,41,43,45,47,49,51,53,41,7,14,14,14,14,14,14,14,14,1,6,1,1,1,1,1,1
38,40,42,44,46,48,50,52,41,8,10,10,10,10,10,,,,5,5,5,5,5,,,
23,25,27,29,31,33,35,37,41,30,,,,,12,12,12,12,1,1,1,1,1,6,5,4
22,23,25,27,29,31,33,36,41,31,11,11,11,11,11,11,11,,1,3,1,1,1,1,1,
1,3,5,7,9,11,13,15,41,32,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,10,12,41,33,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,41,34,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,11,13,41,35,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,12,41,36,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,11,41,37,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,41,38,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,11,41,39,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,7,9,41,40,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,7,9,41,41,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,41,42,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,41,43,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,41,44,,,,,,,,,,,,,,,,
-10,-8,-6,-4,-2,-1,2,3,41,45,,,,,,,,,,,,,,,,
-10,-8,-6,-4,-2,0,2,4,41,46,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,41,47,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,41,48,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,41,49,,,,,,,,,,,,,,,,
46,48,50,52,54,56,58,60,41,170,12,,,,,,,,1,,,,,,,
25,26,28,30,32,34,36,39,41,177,9,9,9,9,9,9,9,9,6,6,5,1,5,5,5,5
68,70,72,74,76,78,80,82,41,178,12,,,,,,,,4,,,,,,,
42,44,46,48,50,52,54,56,41,179,12,12,12,12,12,12,,,1,1,1,1,1,1,,
20,22,24,26,28,30,32,34,41,180,14,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
18,20,21,23,25,27,29,32,41,181,11,12,12,12,12,12,,,1,1,1,1,1,1,,
40,42,44,46,48,50,52,54,41,182,14,14,14,14,14,11,14,14,1,3,1,1,1,5,4,4
22,25,26,28,30,32,35,37,41,183,13,12,12,12,12,12,12,12,7,1,1,6,6,6,6,6
20,22,24,26,28,30,32,34,41,184,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
41,43,45,47,49,51,53,55,41,185,,,,,,,,,,,,,,,,
18,20,22,24,26,28,30,32,41,186,11,12,12,12,12,12,12,12,7,1,1,1,1,1,1,1
17,18,21,22,25,27,29,31,41,187,10,11,12,12,12,12,12,12,7,1,1,1,1,1,1,1
46,48,50,52,54,56,58,60,41,191,10,10,10,10,9,9,9,9,5,5,5,5,4,4,4,4
25,27,29,31,33,35,37,39,41,192,,,,,12,,,,1,1,1,,,,,
38,40,42,44,46,48,50,52,41,193,4,6,,,,,,,5,5,,,,,,
21,22,24,26,28,30,33,35,41,194,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
22,24,26,28,30,32,34,36,41,195,,12,,,,,,,,1,,,,,,
22,24,25,27,29,31,34,36,41,196,,16,16,16,16,16,16,16,,1,1,1,1,1,1,1
23,25,26,28,30,32,35,37,41,197,,14,14,14,13,13,16,16,,1,1,1,1,1,1,7
30,32,34,36,38,40,42,44,41,198,,,,7,,,,,,,,,,,,
30,32,34,36,38,40,42,44,41,199,,,,12,12,12,12,12,,,,6,3,3,1,1
33,35,37,39,41,43,45,47,41,200,,,,16,16,16,16,16,,,,1,1,1,1,1
5,7,9,11,13,15,17,19,41,201,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,41,202,,,,,,,,,,,,,,,,
16,18,20,22,24,27,29,31,41,203,,,,,12,12,12,,,,,0,6,3,3,
21,23,25,27,29,31,34,35,41,204,,,,,,12,12,12,,,,,,1,3,1
14,16,18,20,22,24,26,28,41,205,,,,,,16,,,,,,,,1,,
25,27,29,31,33,35,37,39,41,206,,,,,,,16,,,,,,,,1,
43,45,47,49,51,53,55,57,41,207,,,,,,,12,12,,,,,,,1,1
6,8,10,12,14,16,18,20,41,208,,,,,,,12,12,,,,,,,,1
42,44,46,48,50,52,54,56,41,209,,,,,,,14,,,,,,,,1,
45,47,49,51,53,55,57,59,45,3,8,8,8,8,12,12,12,12,1,1,1,1,1,1,1,1
27,29,31,33,35,37,39,42,45,30,12,,12,12,,13,13,13,1,,1,,,3,1,1
23,25,27,29,31,33,35,37,45,31,7,7,7,7,12,12,12,12,1,1,1,3,7,1,3,1
9,11,13,15,17,19,21,23,45,32,,,,,9,11,11,11,,,,0,7,3,1,2
7,9,11,13,15,17,19,21,45,33,,,,,,11,12,12,,,,,,1,1,1
5,7,9,11,13,15,17,20,45,34,,,,,,,10,12,,,,,,,7,6
-3,-1,1,2,4,6,8,10,45,35,,,,,,,,,,,,,,,,
45,47,49,51,53,55,57,59,45,173,8,8,8,8,8,8,8,8,1,1,1,3,1,1,1,1
46,48,50,52,54,56,58,60,45,178,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,5
47,49,51,53,55,57,59,61,45,179,9,9,9,9,8,8,8,8,6,5,6,6,6,5,5,6
48,50,52,54,56,58,60,62,45,180,10,,,,,,,,1,,,,,,,
49,51,53,55,57,59,61,63,45,181,11,,,,,,,,6,,,,,,,
33,35,37,39,41,43,45,47,45,184,14,,14,14,,12,12,12,1,,1,,,3,5,5
29,31,33,35,37,39,41,43,45,185,,,,,,,,,1,,,,,,,
28,30,32,34,36,38,40,42,45,186,,,,,,,,,,,,,,,,
67,69,71,73,75,77,79,80,45,187,,,,8,8,8,8,,,,,5,5,5,5,
29,31,33,35,37,39,41,43,45,188,,,,8,4,8,8,8,,,,5,5,5,6,6
29,31,33,35,37,39,41,44,45,189,,,,,,,,,,,,,,,,
-12,-10,-8,-6,-4,-2,0,2,45,190,,,,,,,,,,,,,,,,
6,8,10,12,14,16,18,20,45,191,,,,,,,,12,,,,,,,,1
45,47,49,51,53,55,57,59,46,3,12,12,12,12,12,12,12,12,6,6,6,6,1,1,5,5
22,24,26,28,30,33,35,36,46,30,10,10,10,12,12,12,12,12,1,1,6,3,6,6,6,3
41,43,45,47,49,51,53,55,46,171,12,12,12,12,,,,,1,1,3,,,,,
21,23,25,27,29,31,33,35,46,174,10,10,10,,,,,,1,1,1,,,,,
11,13,15,17,19,21,23,25,46,175,,,,,11,11,11,11,,,,0,1,3,1,3
65,67,69,71,73,75,77,79,47,1,14,14,14,14,14,14,14,14,1,1,1,1,1,1,4,4
63,65,67,69,71,73,75,77,47,2,13,13,13,13,13,13,13,13,1,1,1,1,1,1,6,4
40,42,44,46,48,50,52,54,47,4,15,15,15,15,17,17,17,17,1,1,1,1,1,1,1,1
36,38,40,42,44,46,48,51,47,5,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1
30,32,34,36,38,40,42,44,47,31,15,15,15,15,16,16,16,16,1,1,1,1,1,1,1,1
28,30,32,34,36,38,40,42,47,32,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
25,27,29,31,33,35,37,39,47,33,14,14,14,14,14,14,14,,1,1,1,1,1,1,1,
13,15,17,19,21,23,25,28,47,34,,,12,12,12,12,12,12,,,1,1,1,1,1,1
12,14,16,18,20,22,24,27,47,35,,,9,11,13,12,12,12,,,7,7,1,1,1,1
10,12,14,16,18,20,22,24,47,36,,,,9,11,12,11,13,,,,1,1,1,3,1
10,13,15,16,19,20,22,24,47,37,,,,,13,13,16,16,,,,0,7,1,1,1
8,10,12,14,16,18,20,22,47,38,,,,,10,11,,,,,,0,3,7,7,
5,7,8,11,12,14,16,18,47,39,,,,,,,10,13,,,,,,,7,1
4,6,8,10,12,14,16,18,47,40,,,,,,,9,11,,,,,,,7,7
2,4,6,8,10,12,14,16,47,41,,,,,,,,11,,,,,,,,3
1,3,5,7,9,11,13,15,47,42,,,,,,,,,,,,,,,,
1,4,5,7,10,11,13,15,47,43,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,10,12,47,44,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,9,47,45,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,47,46,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,47,47,,,,,,,,,,,,,,,,
40,42,44,46,48,50,52,54,47,170,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
32,34,36,38,41,42,44,46,47,173,,,,,16,,,,1,1,1,0,1,,,
33,35,36,39,41,42,44,47,47,174,13,13,13,13,12,12,12,12,1,1,1,1,1,1,1,1
29,31,33,35,37,39,41,43,47,175,15,15,15,15,17,17,17,,1,1,1,1,1,1,1,
31,33,35,37,39,41,43,45,47,176,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
35,37,39,41,43,45,47,49,47,177,,,,,12,,,,1,1,1,0,1,,,
16,18,20,22,24,26,28,30,47,178,9,11,12,,,,,,7,1,1,,,,,
14,15,17,20,22,24,26,28,47,179,,,10,,,,,,,,3,,,,,
11,13,15,17,20,21,23,25,47,180,,,,,14,,,,,,,0,7,,,
27,29,31,33,35,37,39,41,47,181,,16,16,16,16,16,16,16,,6,1,6,6,6,6,6
16,18,20,22,24,26,28,30,47,182,,,,12,12,12,12,12,,,,1,1,1,1,1
65,67,69,71,73,75,77,79,47,183,,,,,,,,,,,,,,,,4
65,67,70,71,73,75,77,79,50,1,12,12,12,12,12,12,12,12,4,1,1,4,4,1,1,1
60,62,64,66,68,70,72,74,50,2,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
41,43,45,47,49,51,53,55,50,3,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
37,39,41,43,45,47,49,51,50,4,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
39,41,43,45,47,49,51,53,50,5,17,17,17,17,16,16,16,16,1,1,1,1,1,1,1,1
27,29,31,33,35,37,39,41,50,30,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
23,25,27,29,31,33,35,37,50,31,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
12,14,16,18,20,22,24,26,50,32,,,9,11,13,,,17,,,7,1,7,,,1
10,12,13,15,17,19,21,23,50,33,,,,,11,13,15,15,,,,0,7,1,1,1
8,10,12,13,16,18,20,22,50,34,,,,,10,12,13,14,,,,0,7,7,1,1
6,8,10,11,14,16,18,20,50,35,,,,,,9,10,12,,,,,,7,7,7
-7,-5,-3,-1,1,2,4,6,50,36,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,50,37,,,,,,,,,,,,,,,,
41,43,45,47,49,51,53,55,50,170,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
40,42,44,46,48,50,52,55,50,171,16,16,16,16,16,16,,16,1,1,1,1,1,1,,1
39,41,43,45,47,49,51,53,50,172,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
13,15,17,19,21,23,25,27,50,174,,,10,11,,,,,,,7,,,,,
11,13,15,17,19,21,23,25,50,175,,,,10,12,,,,,,,7,7,,,
26,28,30,32,34,36,38,40,50,176,12,12,12,,,,,,2,6,1,,,,,
30,32,34,36,38,40,42,45,50,177,,,,14,14,14,14,14,,,,1,1,1,1,1
28,30,32,34,36,38,40,42,50,178,,,,,,,12,12,,,,,,,1,1
59,61,63,65,67,69,71,73,51,1,12,12,12,12,12,12,12,12,3,1,1,1,4,4,4,4
58,60,62,64,66,68,70,72,51,2,12,12,12,12,12,12,12,12,6,1,1,1,4,6,6,3
30,32,34,36,38,40,42,44,51,30,12,12,12,12,12,12,12,12,6,6,6,6,6,7,6,6
12,14,16,18,21,22,24,27,51,31,,,9,11,12,12,,12,,,3,1,1,1,1,1
4,6,8,10,12,14,16,18,51,32,,,,,,,9,12,,,,,,,7,1
1,2,4,6,8,10,12,14,51,33,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,10,12,51,34,,,,,,,,,,,,,,,,
-6,-4,-2,-1,2,3,5,7,51,35,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,7,51,36,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,51,37,,,,,,,,,,,,,,,,
33,35,37,39,41,43,45,48,51,171,,,,,12,12,12,12,1,1,1,1,1,1,1,1
12,14,16,18,20,22,24,26,51,172,,,,,12,12,12,12,,,,0,7,6,6,6
22,24,26,28,30,32,34,36,51,173,,,,,,,,12,,,,,,,,1
66,68,70,72,74,76,78,80,53,1,10,10,10,10,12,12,12,12,4,4,4,4,6,4,4,4
62,65,66,69,71,72,75,76,53,2,13,13,13,13,15,15,15,15,1,1,1,4,1,1,4,4
43,45,47,49,51,53,55,57,53,3,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1
42,44,46,48,50,52,54,56,53,4,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
41,43,45,47,49,51,53,55,53,5,9,9,9,9,,,,,1,1,1,,,,,
41,43,45,47,49,51,53,55,53,6,12,12,12,12,12,12,12,12,6,1,1,6,1,6,6,6
40,42,44,46,48,50,52,54,53,7,12,12,12,12,12,12,12,12,1,1,1,1,1,3,1,5
39,41,43,45,47,49,51,53,53,8,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
36,38,40,42,44,46,48,50,53,9,12,12,12,12,12,12,12,12,3,1,1,1,6,3,1,1
34,36,38,40,42,44,46,48,53,10,12,12,12,12,12,12,12,12,3,1,3,1,1,1,3,3
22,24,26,28,30,32,34,36,53,30,9,9,9,9,12,12,12,12,1,1,1,1,3,1,1,1
20,23,25,27,28,31,32,35,53,31,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
20,22,24,26,28,30,32,34,53,33,10,,12,12,12,12,12,12,3,,1,3,1,1,1,1
18,20,21,24,25,28,30,32,53,34,11,,12,12,12,12,,,1,,1,1,3,1,,
16,18,20,22,24,26,28,30,53,35,10,12,12,15,16,17,17,17,7,1,1,1,1,7,1,1
14,16,18,20,22,24,26,28,53,36,,9,12,14,14,14,14,14,,7,1,3,1,6,6,1
12,14,16,18,20,22,24,26,53,37,,,9,8,12,8,12,12,,,,3,1,3,1,1
12,14,16,18,20,22,24,26,53,38,,,9,,11,11,11,,,,7,0,1,2,1,
10,12,14,17,18,21,22,25,53,39,,,,10,11,,12,12,,,,7,7,,1,1
9,11,13,16,17,19,21,23,53,40,,,,9,10,12,12,12,,,,,,3,1,1
9,11,13,15,17,19,21,22,53,41,,,,,10,12,,16,,,,0,7,7,,1
8,10,11,14,16,17,20,21,53,42,,,,,9,11,12,12,,,,0,7,7,1,1
1,3,5,7,9,11,13,15,53,43,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,53,44,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,53,45,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,6,7,9,53,46,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,53,47,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,53,48,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,53,49,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,53,50,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,53,51,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,53,52,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,1,3,53,53,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,53,54,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,53,55,,,,,,,,,,,,,,,,
42,44,45,48,50,52,54,56,53,170,12,,12,,,,,,6,,1,,,,,
42,44,46,48,50,52,54,56,53,173,12,12,12,12,14,14,14,14,1,1,1,1,3,1,1,1
37,39,41,44,45,47,49,51,53,181,,16,16,17,14,14,,,,3,1,1,1,3,,
42,43,45,47,50,52,54,56,53,187,,,,,,,,,1,1,1,,,,,
20,22,24,26,28,30,32,34,53,189,,,,,,,,,,,,,,,,
51,53,55,57,59,61,63,65,53,190,12,12,12,12,12,12,12,12,6,6,6,6,6,6,4,6
33,35,37,39,41,43,45,47,53,191,12,12,12,12,16,16,16,16,1,1,1,1,1,1,1,1
13,15,17,19,21,23,25,27,53,192,,,,,13,14,,,,,,0,1,1,,
35,37,39,41,43,45,47,49,53,194,9,,,,,,,,3,,,,,,,
21,23,25,27,29,31,33,35,53,196,,,,,,,,,,,,,,,,
13,15,17,19,21,23,25,27,53,198,,,,,,,,,,,,,,,,
14,16,18,20,22,24,26,28,53,199,,,,,,,,,,,,,,,,
11,14,15,17,19,21,23,25,53,200,,,,,,,,,,,,,,,,
49,51,54,55,58,59,61,63,53,201,12,12,12,12,8,8,8,8,1,1,1,1,1,1,1,1
47,49,51,53,55,57,58,60,53,202,,,,,13,13,13,13,6,3,3,6,1,1,1,1
21,23,25,27,29,31,33,35,53,203,9,,,,,,,,1,,,,,,,
19,21,23,25,27,29,31,33,53,204,8,,,,,,,,1,,,,,,,
4,6,8,10,12,14,16,18,53,205,,,,,,,9,11,,,,,,,7,7
52,55,56,59,60,62,65,67,53,206,12,12,12,12,14,14,14,14,1,1,3,4,5,4,4,4
47,49,51,53,55,58,59,61,53,207,12,12,12,12,12,12,12,12,1,1,1,6,6,6,6,6
